dms_orig,dms_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,dist_band,value_2017,tons_2017,tmiles_2017
19,441,,1,,5,1,6,0.999949,0.129701,0.169001
19,451,,1,,5,1,3,117.008064,39.985596,18.237972
19,452,,1,,5,1,3,15.997573,4.000634,1.30642
19,459,,1,,5,1,3,76.095627,24.996492,10.16425
19,471,,1,,5,1,3,61.004539,11.994971,3.014467
19,472,,1,,5,1,2,112.925682,37.008793,6.705331
19,473,,1,,5,1,3,0.829745,3.628611,0.956169
19,479,,1,,5,1,2,11.447682,3.19775,0.626973
19,481,,1,,5,1,5,4.002989,1.000733,0.832366
19,484,,1,,5,1,4,250.030396,100.005295,70.992639
19,485,,1,,5,1,6,1.304616,2.114011,2.812902
19,486,,1,,5,1,4,29.001066,18.998997,13.607533
19,487,,1,,5,1,6,13.004062,3.994698,4.075129
19,488,,1,,5,1,5,111.035698,60.999733,54.495007
19,489,,1,,5,1,5,58.019089,24.998066,21.31247
19,491,,1,,5,1,7,30.008291,16.936028,31.455484
19,511,,1,,5,1,4,2.999238,0.999052,0.702297
19,512,,1,,5,1,5,0.114674,0.265264,0.199848
19,513,,1,,5,1,4,5.996782,0.996793,0.740185
19,519,,1,,5,1,4,7.995615,1.998289,1.157303
19,531,,1,,5,1,8,8.009365,1.993332,5.306181
19,540,,1,,5,1,4,10.985453,4.001223,2.533425
19,551,,1,,5,1,5,30.986858,7.999733,6.631944
19,559,,1,,5,1,5,22.991989,11.002981,10.489901
20,19,,5,,5,1,8,2.911932,0.080218,0.415149
20,20,,1,,5,1,2,303.410004,22.079868,4.243919
20,20,,3,,5,1,3,502.453766,106.65773,45.22362
20,20,,4,,5,1,4,11.200031,3.684438,2.29367
20,20,,5,,5,1,5,15.88474,4.459317,4.298561
20,41,,4,,5,1,8,0.034677,0.170824,0.447841
20,41,,5,,5,1,8,4.01321,0.493499,1.663383
20,49,,5,,5,1,8,4.764207,0.141308,0.477116
20,50,,4,,5,1,8,0.90388,0.049238,0.155129
20,50,,5,,5,1,8,18.706697,0.900911,4.035519
20,61,,4,,5,1,8,7.573186,1.040367,2.488397
20,61,,5,,5,1,8,14.225691,1.848074,5.256301
20,62,,4,,5,1,8,1.057451,0.009459,0.019182
20,62,,5,,5,1,8,2.327408,0.064433,0.165931
20,63,,4,,5,1,8,1.678262,0.015989,0.039633
20,63,,5,,5,1,8,8.406428,0.199468,0.583423
20,64,,4,,5,1,8,2.848043,0.111733,0.228969
20,64,,5,,5,1,8,5.201891,0.86128,2.145311
20,65,,5,,5,1,8,11.010944,9.981991,26.51528
20,69,,4,,5,1,8,0.582153,0.005597,0.012051
20,69,,5,,5,1,8,0.937531,0.027091,0.07175
20,81,,4,,5,1,8,0.245007,0.002547,0.006457
20,81,,5,,5,1,8,0.621331,0.016028,0.054924
20,89,,5,,5,1,8,0.53257,0.014395,0.050439
20,92,,4,,5,1,8,0.0001,8.7e-05,0.000314
20,92,,5,,5,1,8,0.0001,6.7e-05,0.000464
20,101,,5,,5,1,8,1.925054,0.050503,0.364925
20,111,,5,,5,1,8,1.944344,0.044902,0.333508
20,122,,4,,5,1,8,0.713778,0.007277,0.030236
20,122,,5,,5,1,8,1.221031,0.028062,0.214079
20,123,,4,,5,1,8,0.992965,0.008115,0.032248
20,129,,4,,5,1,8,1.250493,0.011491,0.044726
20,129,,5,,5,1,8,0.63007,0.017829,0.126797
20,131,,4,,5,1,8,5.660973,1.173852,4.217516
20,131,,5,,5,1,8,32.386257,3.813486,21.292129
20,151,,5,,5,1,8,0.000694,0.000346,0.000977
20,160,,4,,5,1,7,0.000369,5e-05,9.9e-05
20,160,,5,,5,1,8,0.003803,0.00011,0.00029
20,171,,4,,5,1,8,4.659377,0.352687,1.076808
20,171,,5,,5,1,8,21.995468,1.294282,5.29947
20,179,,5,,5,1,8,0.019367,0.000529,0.002231
20,182,,4,,5,1,8,0.002465,5e-05,0.000161
20,190,,4,,5,1,8,0.832327,0.007407,0.021023
20,201,,4,,5,1,8,0.000188,6.7e-05,0.000181
20,209,,5,,5,1,8,0.399823,0.009832,0.038757
20,212,,5,,5,1,8,2.927828,0.075876,0.340085
20,219,,5,,5,1,8,0.97526,0.023248,0.105383
20,223,,4,,5,1,8,2.919382,0.029801,0.106765
20,229,,4,,5,1,8,0.000101,5e-05,0.000172
20,229,,5,,5,1,8,0.436117,0.01245,0.058539
20,241,,4,,5,1,8,2.266743,0.022523,0.080977
20,241,,5,,5,1,8,0.035605,0.000894,0.006485
20,242,,5,,5,1,8,3.861244,0.098653,0.692858
20,251,,4,,5,1,8,0.0001,6.4e-05,0.000232
20,251,,5,,5,1,8,12.09239,3.99184,27.418419
20,259,,5,,5,1,8,2.917223,0.086332,0.557643
20,262,,4,,5,1,8,1.977289,0.020373,0.062588
20,271,,4,,5,1,8,1.954741,0.01732,0.046851
20,279,,5,,5,1,8,5.936656,0.997091,3.658427
20,291,,5,,5,1,8,0.1354,0.003158,0.012506
20,299,,5,,5,1,8,0.307488,0.007563,0.032233
20,300,,5,,5,1,8,3.700477,0.108657,0.299441
20,319,,4,,5,1,8,0.000897,0.000448,0.001198
20,321,,4,,5,1,8,0.000107,5e-05,0.000118
20,321,,5,,5,1,8,0.856347,0.022591,0.070812
20,329,,4,,5,1,8,0.042952,0.000406,0.000829
20,331,,5,,5,1,8,0.004442,0.00011,0.000757
20,341,,4,,5,1,8,0.001741,5e-05,0.00018
20,341,,5,,5,1,8,0.582402,0.016302,0.11434
20,342,,5,,5,1,8,4.495072,0.128234,0.92814
20,350,,5,,5,1,8,0.046672,0.001386,0.005294
20,362,,5,,5,1,8,19.605059,1.650774,9.014223
20,363,,4,,5,1,8,0.005937,5e-05,0.00018
20,363,,5,,5,1,8,3.452836,0.100589,0.71205
20,369,,5,,5,1,8,0.107667,0.002649,0.015942
20,371,,4,,5,1,8,2.081436,0.017827,0.064849
20,372,,5,,5,1,8,0.000682,0.000185,0.001177
20,379,,4,,5,1,8,1.21466,0.012297,0.045606
20,379,,5,,5,1,8,2.446553,0.0644,0.427642
20,391,,5,,5,1,8,0.0001,0.000213,0.000937
20,392,,4,,5,1,8,3.958196,0.035805,0.118148
20,392,,5,,5,1,8,0.002452,6.5e-05,0.00032
20,393,,5,,5,1,8,0.000359,0.00139,0.006152
20,399,,5,,5,1,8,1.529462,0.045172,0.204982
20,401,,5,,5,1,8,0.000594,0.000299,0.001328
20,402,,5,,5,1,8,3.320785,0.08024,0.351764
20,411,,4,,5,1,7,0.936384,0.045879,0.075084
20,411,,5,,5,1,8,20.098505,1.949258,4.079095
20,419,,4,,5,1,7,0.001485,0.009058,0.015718
20,419,,5,,5,1,8,5.296247,0.812913,1.836484
20,421,,4,,5,1,8,4.88105,0.041402,0.148912
20,421,,5,,5,1,8,0.016421,0.000407,0.002886
20,422,,5,,5,1,8,1.204039,0.03,0.158638
20,429,,4,,5,1,8,0.003533,5e-05,0.000173
20,459,,4,,5,1,8,0.892439,0.009074,0.033904
20,459,,5,,5,1,8,1.065514,0.030184,0.223637
20,472,,4,,5,1,8,1.232148,0.012298,0.041694
20,472,,5,,5,1,8,4.374255,0.108977,0.496928
20,481,,4,,5,1,8,3.013884,0.029213,0.096026
20,481,,5,,5,1,8,0.868729,0.021778,0.094733
20,484,,4,,5,1,8,6.885032,0.964557,3.064974
20,484,,5,,5,1,8,1.050972,0.025419,0.110099
20,486,,4,,5,1,8,4.904964,0.045663,0.15528
20,486,,5,,5,1,8,0.026821,0.000688,0.003088
20,488,,5,,5,1,8,0.974803,0.026569,0.113555
20,489,,4,,5,1,8,0.000184,5e-05,0.00016
20,489,,5,,5,1,8,0.97855,0.027091,0.11637
20,491,,4,,5,1,8,0.884336,0.007279,0.016279
20,491,,5,,5,1,8,1.18407,0.035211,0.104186
20,500,,4,,5,1,8,1.563092,0.015989,0.055426
20,500,,5,,5,1,8,0.315739,0.008535,0.056073
20,512,,4,,5,1,8,0.977952,0.009043,0.033638
20,512,,5,,5,1,8,0.012581,0.000313,0.002276
20,513,,5,,5,1,8,2.24551,0.064521,0.43655
20,519,,4,,5,1,8,0.006298,6.5e-05,0.000233
20,531,,3,,5,1,7,581.721924,223.941681,424.657438
20,531,,4,,5,1,7,21.441376,2.426065,3.747668
20,531,,5,,5,1,7,907.783569,172.630569,332.771296
20,532,,5,,5,1,8,0.000429,0.00025,0.000516
20,539,,3,,5,1,8,116.086243,16.950861,34.687331
20,539,,4,,5,1,7,0.937924,0.046282,0.076424
20,539,,5,,5,1,8,10.038612,0.855148,1.824005
20,540,,5,,5,1,8,1.923178,0.051077,0.271356
20,551,,5,,5,1,8,0.098813,0.058339,0.235756
20,559,,5,,5,1,8,2.836485,0.083846,0.327038
20,560,,5,,5,1,8,0.365878,0.010288,0.032012
41,41,,1,,5,1,1,1273.837402,499.906403,6.568027
41,42,,1,,5,1,2,201.775177,42.055317,5.799222
41,49,,1,,5,1,2,135.392609,35.462254,5.80855
41,61,,1,,5,1,3,25.031343,5.979159,2.190227
41,62,,1,,5,1,5,0.717795,0.04247,0.03367
41,63,,1,,5,1,3,1.756416,1.447688,0.544967
41,64,,1,,5,1,5,4.00519,1.991579,1.501399
41,65,,1,,5,1,4,0.109464,0.102272,0.062411
41,69,,1,,5,1,4,7.009911,0.996288,0.611739
41,81,,1,,5,1,5,2.701211,0.087469,0.075573
41,123,,1,,5,1,8,0.028388,0.0005,0.001065
41,129,,1,,5,1,8,0.044941,0.00093,0.001884
41,131,,1,,5,1,7,4.011805,4.929361,9.16824
41,171,,1,,5,1,7,12.013333,23.947407,42.310089
41,190,,1,,5,1,7,9.009425,3.988991,5.996989
41,202,,1,,5,1,6,0.035885,0.000673,0.000727
41,209,,1,,5,1,6,2.992872,0.352831,0.364325
41,251,,1,,5,1,8,9.010885,2.985793,7.945166
41,262,,1,,5,1,7,16.005363,5.742759,11.085677
41,279,,1,,5,1,7,12.020579,4.980383,8.618309
41,319,,1,,5,1,6,0.087165,0.056135,0.067831
41,321,,1,,5,1,3,81.18206,12.968124,4.241081
41,341,,1,,5,1,8,3.993452,0.310396,0.772583
41,342,,1,,5,1,8,3.001141,0.997385,2.48438
41,350,,1,,5,1,3,75.091042,12.959724,5.229801
41,362,,1,,5,1,8,1.997705,0.997477,2.215446
41,363,,1,,5,1,8,1.361592,0.518134,1.296249
41,391,,1,,5,1,7,0.362617,0.25627,0.477049
41,392,,1,,5,1,8,6.996134,3.991667,8.145573
41,401,,1,,5,1,5,0.138459,0.004454,0.004427
41,409,,1,,5,1,6,7.016496,3.984646,4.000904
41,421,,1,,5,1,8,5.999531,2.98691,7.372711
41,422,,1,,5,1,8,6.006444,0.996112,2.10548
41,441,,1,,5,1,8,1.181598,1.07946,2.976165
41,460,,1,,5,1,6,0.046911,0.00085,0.001215
41,483,,1,,5,1,6,0.659915,0.012879,0.014476
41,484,,1,,5,1,6,6.008016,3.989397,4.26973
41,485,,1,,5,1,3,12.024166,2.047568,0.870599
41,486,,1,,5,1,6,0.811911,0.011532,0.013481
41,488,,1,,5,1,5,0.529882,0.010293,0.010068
41,489,,1,,5,1,5,6.756671,0.674214,0.634604
41,511,,1,,5,1,8,1.710375,0.295431,0.668909
41,531,,1,,5,1,7,5.01234,1.986955,3.001559
41,559,,1,,5,1,7,11.005963,5.983775,11.018513
42,41,,1,,5,1,2,1.558052,0.854261,0.099046
42,42,,1,,5,1,1,19.160074,3.236913,0.13584
42,49,,1,,5,1,2,1.235656,0.332677,0.058563
42,61,,1,,5,1,3,2.165225,0.034892,0.01718
42,121,,1,,5,1,7,0.0161,0.000167,0.000326
42,122,,1,,5,1,8,2.939805,0.032886,0.073546
42,123,,1,,5,1,8,0.158729,0.001514,0.003067
42,131,,1,,5,1,7,0.7104,0.00745,0.013281
42,241,,1,,5,1,8,1.076698,0.009503,0.022216
